plantime,runway,airline,destination,REG,peak,gate,cat,distance,meantime_taxi_number,mean_taxi_time,land_takeoff_number,time
2016/5/6 14:55,34,46,80,2469,9,229,8,34229,6,18.45894843,13,7.6
2016/5/6 15:00,35,22,171,2445,9,233,8,35233,16,17.18568521,13,16.2
2016/5/6 15:00,34,20,18,918,4,64,47,3464,11,17.77473176,16,13.3
2016/5/6 15:00,35,30,198,806,10,67,25,3567,12,16.30887939,3,7.7
2016/5/6 15:05,34,26,242,2277,9,0,8,340,21,16.41923274,22,20.4
2016/5/6 15:05,34,46,241,771,9,235,8,34235,13,16.38298526,14,12.6
2016/5/6 15:10,34,34,241,797,9,204,8,34204,27,16.31926484,15,17.9
2016/5/6 15:15,34,39,240,1965,9,152,9,34152,18,16.24611708,11,13.9
2016/5/6 15:20,35,39,184,1985,9,121,8,35121,33,16.63287671,15,23.1
2016/5/6 15:20,34,82,48,3613,4,70,35,3470,16,16.38298526,22,15.3
2016/5/6 15:25,34,65,100,2867,9,171,8,34171,9,16.25039039,10,9.7
2016/5/6 15:25,34,79,120,34,9,223,13,34223,7,16.16915939,8,9
2016/5/6 15:30,35,30,216,637,9,236,25,35236,15,16.83063123,14,15.8
2016/5/6 15:30,35,34,149,1998,9,113,8,35113,13,17.27982383,8,8.6
2016/5/6 15:35,34,90,118,4321,9,37,8,3437,17,16.03078725,10,17.9
2016/5/6 15:35,34,38,50,1257,9,45,25,3445,15,16.2,5,15.1
2016/5/6 15:35,35,38,156,1249,9,135,25,35135,12,16.18096374,9,8.8
2016/5/6 15:35,35,26,165,1485,9,20,25,3520,7,16.18536873,15,8.5
2016/5/6 15:40,35,37,224,687,9,138,8,35138,20,17.19413735,19,14.1
2016/5/6 15:40,35,26,162,2223,9,114,9,35114,16,17.94511979,12,9.7
2016/5/6 15:45,34,38,160,1421,9,16,25,3416,33,17.73306175,10,24.9
2016/5/6 15:45,35,30,133,1493,9,230,25,35230,9,16.0037037,19,11.5
2016/5/6 15:50,34,26,47,1781,9,11,12,3411,31,16.4328534,18,20.6
2016/5/6 15:50,35,46,176,2296,9,188,8,35188,16,16.03078725,10,16.7
2016/5/6 15:50,35,26,200,2041,9,2,8,352,23,15.80658144,8,10.5
2016/5/6 15:55,34,3,1,3062,9,199,49,34199,30,16.52360811,16,22.1
2016/5/6 15:55,34,39,241,2338,9,152,8,34152,22,16.65643301,21,19
2016/5/6 15:55,34,105,19,3802,9,190,33,34190,27,16.60877828,16,18.2
2016/5/6 16:00,34,52,47,536,9,193,48,34193,19,16.04532751,13,16.7
2016/5/6 16:00,35,26,218,2664,9,170,7,35170,13,16.65643301,11,12.3
2016/5/6 16:00,34,86,81,4285,9,168,9,34168,18,16.18096374,8,11.8
2016/5/6 16:05,34,0,19,4026,9,169,42,34169,18,16.38646154,19,18.3
2016/5/6 16:05,34,26,240,2104,9,120,7,34120,26,15.86234684,15,16.1
2016/5/6 16:10,34,22,233,2418,9,232,8,34232,20,17.00087371,13,16.7
2016/5/6 16:10,34,46,50,765,9,226,8,34226,18,16.27631923,15,15.3
2016/5/6 16:10,35,38,146,1879,9,41,25,3541,18,16.69958753,11,13.2
2016/5/6 16:10,35,26,219,2222,9,10,9,3510,19,16.88248848,16,12.5
2016/5/6 16:15,34,26,190,2670,9,201,9,34201,30,15.86658824,17,19.8
2016/5/6 16:15,35,46,177,2595,9,212,9,35212,30,15.80028504,8,15.3
2016/5/6 16:15,35,26,229,2472,9,9,8,359,11,16.82265101,14,9.7
2016/5/6 16:20,34,26,43,1874,9,43,12,3443,40,16.30887939,13,23.5
2016/5/6 16:20,34,1,76,3313,9,194,33,34194,27,15.80658144,19,13.1
2016/5/6 16:30,34,26,100,2313,9,33,9,3433,46,15.9975576,17,34.8
2016/5/6 16:30,34,65,100,2827,9,216,13,34216,27,16.01438451,33,18.4
2016/5/6 16:30,35,38,171,1067,9,195,25,35195,11,17.7192275,8,10
2016/5/6 16:35,34,34,233,2431,9,207,8,34207,19,16.94312692,17,16.8
2016/5/6 16:40,34,10,102,3025,9,168,9,34168,34,17.79710214,32,27.9
2016/5/6 16:40,35,22,224,709,9,184,9,35184,30,16.31926484,17,19.1
2016/5/6 16:40,35,22,127,1861,9,230,12,35230,13,17.61883562,15,13.1
2016/5/6 16:45,35,39,165,1234,9,136,25,35136,33,17.97574328,15,21.8
2016/5/6 16:45,35,42,141,1286,9,16,25,3516,11,17.15598802,9,15.1
2016/5/6 16:45,35,22,184,2760,9,237,8,35237,19,16.75074503,14,14.6
2016/5/6 16:45,35,38,170,1475,9,38,25,3538,17,16.31926484,17,12.3
2016/5/6 16:50,34,0,18,4046,9,199,49,34199,20,16.51023069,13,20.8
2016/5/6 16:50,34,93,122,112,9,198,18,34198,20,16.77013631,20,20.5
2016/5/6 16:50,35,34,216,2368,9,206,8,35206,17,16.91586614,22,14.8
2016/5/6 16:55,34,26,71,1887,9,17,12,3417,29,16.75586354,27,25.7
2016/5/6 16:55,34,38,212,840,9,117,30,34117,17,16.83656656,15,17.9
2016/5/6 16:55,34,36,100,2988,9,223,12,34223,16,16.84845228,17,16.7
2016/5/6 17:00,34,39,76,2207,9,182,8,34182,32,16.83656656,27,27.2
2016/5/6 17:05,34,39,233,452,9,146,9,34146,28,17.85803611,13,19.5
2016/5/6 17:05,34,12,48,3653,9,229,40,34229,24,17.01786012,12,13.7
2016/5/6 17:10,35,34,108,2162,9,191,8,35191,31,17.17296281,7,19.4
2016/5/6 17:10,34,3,2,3061,9,197,48,34197,22,16.72119588,17,16.1
2016/5/6 17:10,34,108,50,3877,4,68,40,3468,14,16.76945876,14,14
2016/5/6 17:10,34,46,235,2638,9,200,9,34200,20,17.65054183,23,11.7
2016/5/6 17:15,34,26,48,1020,9,35,9,3435,20,16.79366925,17,17.4
2016/5/6 17:15,35,38,139,841,9,37,25,3537,11,17.9007217,10,13.8
2016/5/6 17:15,35,26,181,2412,9,111,8,35111,12,17.90689796,5,7.7
2016/5/6 17:20,34,34,185,520,9,203,8,34203,42,17.66978178,16,37.5
2016/5/6 17:20,35,22,156,2446,9,226,9,35226,25,15.79792803,13,16.7
2016/5/6 17:20,34,22,48,2126,9,211,25,34211,21,16.82198403,42,15.4
2016/5/6 17:25,34,26,161,1014,9,24,8,3424,28,17.03431877,20,24.3
2016/5/6 17:25,35,99,106,3586,9,193,43,35193,31,17.98180147,19,18.3
2016/5/6 17:30,34,46,241,2791,9,224,9,34224,32,17.71075314,9,19.7
2016/5/6 17:30,34,22,50,2302,9,220,9,34220,20,17.32224481,18,14.1
2016/5/6 17:30,34,26,64,2100,9,123,7,34123,12,17.73306175,21,11.6
2016/5/6 17:35,34,26,243,2159,9,11,8,3411,23,17.49789051,16,21.7
2016/5/6 17:35,34,41,203,1587,9,235,25,34235,11,15.90869115,13,13.4
2016/5/6 17:35,35,38,130,1545,9,21,25,3521,19,17.33470243,25,12.2
2016/5/6 17:40,34,69,60,3627,9,34,25,3434,16,17.27045741,16,12.9
2016/5/6 17:40,34,33,100,2838,9,190,13,34190,17,17.32224481,16,11.6
2016/5/6 17:45,34,26,60,421,9,115,25,34115,36,17.66811719,21,20.2
2016/5/6 17:50,34,46,240,2016,9,218,8,34218,35,17.94613979,27,24.2
2016/5/6 17:50,34,26,60,2779,9,118,8,34118,24,17.65673289,10,14.2
2016/5/6 17:50,34,26,65,2078,9,31,7,3431,20,17.12700334,11,10.5
2016/5/6 17:55,35,37,216,2428,9,151,9,35151,15,16.41322751,17,16.9
2016/5/6 17:55,35,38,177,1880,9,79,25,3579,23,17.94511979,18,13.3
2016/5/6 18:00,34,38,185,1331,9,38,24,3438,27,17.26105016,19,19.5
2016/5/6 18:00,35,115,156,873,9,205,25,35205,12,16.27703631,12,16.1
2016/5/6 18:00,35,38,150,2264,9,111,25,35111,14,15.88693777,20,12.8
2016/5/6 18:05,34,26,76,1871,9,15,13,3415,40,17.82690445,27,26.7
2016/5/6 18:05,34,26,116,1863,9,13,12,3413,28,17.65054183,16,18.9
2016/5/6 18:05,35,26,181,983,9,170,8,35170,20,17.73422392,12,11.3
2016/5/6 18:10,34,69,50,3625,9,36,25,3436,44,17.73232491,14,26.6
2016/5/6 18:10,34,26,56,754,9,120,8,34120,26,17.65054183,10,16.7
2016/5/6 18:10,35,41,187,1228,9,227,26,35227,23,15.72764579,27,13.4
2016/5/6 18:15,34,39,233,953,9,146,9,34146,15,16.2921095,16,19.8
2016/5/6 18:20,34,12,50,3661,9,204,40,34204,22,17.37739483,10,23.4
2016/5/6 18:20,34,46,102,2628,9,159,8,34159,25,17.82690445,26,14.6
2016/5/6 18:20,34,39,241,960,9,112,9,34112,19,15.79334055,16,13.7
2016/5/6 18:25,34,0,14,4047,9,212,49,34212,31,17.79710214,29,24.9
2016/5/6 18:30,34,43,203,853,9,185,25,34185,17,17.89544409,16,16.1
2016/5/6 18:30,35,26,180,671,9,228,8,35228,17,16.15795796,10,12.3
2016/5/6 18:30,35,38,106,601,9,116,25,35116,14,17.7128666,8,9.2
2016/5/6 18:35,34,29,159,673,9,232,8,34232,33,17.73730496,29,28
2016/5/6 18:35,34,26,50,496,9,140,8,34140,19,17.18660852,12,22.5
2016/5/6 18:35,35,38,156,587,9,9,24,359,12,17.08496448,31,10.4
2016/5/6 18:40,35,26,99,939,9,18,8,3518,14,17.66978178,9,10.3
2016/5/6 18:50,34,26,100,2312,9,119,9,34119,20,15.6166474,16,20.1
2016/5/6 18:50,35,26,165,1532,9,117,25,35117,11,16.69267606,7,9.4
2016/5/6 18:55,35,34,172,529,9,177,8,35177,24,16.66139852,14,16.9
2016/5/6 18:55,35,46,108,2220,9,202,8,35202,18,15.62234246,14,15.8
2016/5/6 18:55,34,46,74,2470,9,229,8,34229,14,16.69844011,12,13.9
2016/5/6 19:00,34,65,100,2868,9,182,8,34182,15,16.51186072,16,15.4
2016/5/6 19:00,35,42,151,1364,9,228,25,35228,14,19.11604839,11,10.7
2016/5/6 19:05,35,75,184,2123,9,136,25,35136,23,16.11356699,19,18.2
2016/5/6 19:05,34,26,241,2062,9,41,8,3441,20,15.62234246,15,16.3
2016/5/6 19:05,34,34,71,2310,9,206,8,34206,15,16.58963989,13,15.8
2016/5/6 19:10,34,45,18,3979,9,17,42,3417,19,15.98215078,13,20.4
2016/5/6 19:10,35,93,122,125,9,197,42,35197,21,16.58963989,16,19.4
2016/5/6 19:10,35,22,127,2134,9,221,13,35221,22,16.53523588,15,16.2
2016/5/6 19:15,34,22,125,1881,9,214,12,34214,14,15.88693777,13,13.2
2016/5/6 19:20,35,26,216,2414,9,43,8,3543,9,16.74490446,12,12.4
2016/5/6 19:25,35,26,150,2377,9,45,8,3545,13,16.02025316,6,7.9
2016/5/6 19:30,35,26,180,2094,9,2,7,352,15,15.62234246,12,13.5
2016/5/6 19:30,34,26,17,879,9,30,43,3430,14,15.62234246,11,13
2016/5/6 19:40,34,102,78,3474,9,33,25,3433,19,16.08315098,15,21.2
2016/5/6 19:40,35,39,219,1242,9,121,25,35121,23,15.83402286,16,18.6
2016/5/6 19:40,34,65,100,2861,9,191,8,34191,18,16.10978982,3,16.8
2016/5/6 19:40,34,37,224,2662,9,146,9,34146,5,13.49556314,11,16
2016/5/6 19:40,34,38,120,1730,9,34,25,3434,12,15.72838378,3,13.8
2016/5/6 19:40,34,41,161,1713,9,231,25,34231,0,16.11485884,16,13.2
2016/5/6 19:45,35,30,181,1258,9,230,25,35230,19,17.03431877,13,18.3
2016/5/6 19:50,34,19,47,654,9,15,48,3415,31,15.79334055,18,24.2
2016/5/6 19:50,34,38,117,850,9,35,25,3435,26,15.79334055,13,17.9
2016/5/6 19:55,35,39,156,1343,9,138,25,35138,18,17.46989899,20,20.2
2016/5/6 19:55,34,88,126,4332,9,12,13,3412,12,16.14083474,14,13.3
2016/5/6 20:00,35,22,216,622,9,215,25,35215,26,15.6533548,5,18.1
2016/5/6 20:00,35,34,156,724,9,115,8,35115,13,17.72068429,8,8
2016/5/6 20:00,35,26,98,2634,9,124,8,35124,7,16.05193277,13,6.7
2016/5/6 20:05,34,52,44,474,9,193,9,34193,17,16.27703631,15,18.7
2016/5/6 20:05,34,52,47,502,9,190,33,34190,17,16.60729529,20,18.4
2016/5/6 20:05,34,26,125,1782,9,14,12,3414,20,16.05193277,20,14.3
2016/5/6 20:10,34,105,18,3909,9,223,50,34223,21,15.84919528,11,15.2
2016/5/6 20:10,35,21,183,2065,9,236,7,35236,21,17.83101315,12,13.9
2016/5/6 20:10,34,46,190,2340,9,158,8,34158,14,15.99707506,6,7.8
2016/5/6 20:15,34,101,46,949,9,220,9,34220,22,15.84639831,6,20.6
2016/5/6 20:15,35,38,150,586,9,107,25,35107,9,17.3538527,17,10.7
2016/5/6 20:20,34,26,126,1790,9,144,12,34144,20,15.84639831,15,17.2
2016/5/6 20:25,35,37,184,2474,9,151,8,35151,21,16.78543134,17,19.1
2016/5/6 20:25,34,39,233,1992,9,152,9,34152,14,16.9586262,12,15.2
2016/5/6 20:30,34,65,100,2897,9,172,13,34172,16,16.94755672,11,16.6
2016/5/6 20:35,35,46,181,2280,9,233,8,35233,18,15.86711302,10,13.9
2016/5/6 20:35,34,39,241,1950,9,204,7,34204,12,17.81887955,11,12.1
2016/5/6 20:40,35,64,141,1471,9,136,25,35136,29,17.57081228,18,24.2
2016/5/6 20:40,35,34,150,2457,9,203,8,35203,25,16.95145524,25,22.9
2016/5/6 20:45,34,19,47,713,9,22,13,3422,20,17.30819964,15,22
2016/5/6 20:45,35,30,171,2515,9,217,25,35217,16,17.62783019,13,16
2016/5/6 20:45,34,43,203,2118,9,230,25,34230,16,18.01020553,11,9.3
2016/5/6 20:55,34,22,219,2756,9,229,8,34229,35,20.44538064,2,29.5
2016/5/6 20:55,35,37,181,1843,9,206,7,35206,12,16.86484254,13,19.8
2016/5/6 20:55,34,34,50,2795,9,171,8,34171,11,16.5786613,18,15
2016/5/6 20:55,34,39,172,2768,9,169,8,34169,2,13.14938272,20,9.6
2016/5/6 21:00,34,26,190,2522,9,41,48,3441,23,17.63264911,16,18.1
2016/5/6 21:00,34,26,18,880,9,11,43,3411,20,17.64912109,14,17.3
2016/5/6 21:00,34,38,71,1066,9,120,25,34120,9,16.74490446,5,13.7
2016/5/6 21:00,35,26,101,1886,9,141,12,35141,19,17.78490793,16,11.6
2016/5/6 21:00,35,22,224,2464,9,220,8,35220,19,15.99258024,9,9.6
2016/5/6 21:05,34,26,224,2093,9,44,7,3444,3,12.45720524,12,13.6
2016/5/6 21:05,34,38,233,2535,9,79,25,3479,15,17.88216985,6,13.5
2016/5/6 21:05,35,26,184,1899,9,113,25,35113,13,19.11604839,7,8.5
2016/5/6 21:10,35,46,110,2627,9,224,8,35224,18,17.15028878,9,19.4
2016/5/6 21:10,34,41,241,2030,9,237,10,34237,11,17.22598147,10,14
2016/5/6 21:10,34,36,100,2991,9,193,12,34193,18,17.09338991,13,13.8
2016/5/6 21:10,35,26,181,1807,9,10,13,3510,9,18.000375,10,11.1
2016/5/6 21:15,35,26,127,2315,9,1,8,351,20,16.96109436,16,19.4
2016/5/6 21:15,35,26,216,2378,9,201,8,35201,16,17.18566775,13,14.7
2016/5/6 21:15,35,38,111,840,9,20,30,3520,15,17.88216985,11,13.3
2016/5/6 21:15,35,38,158,1044,9,18,24,3518,18,19.28470395,12,12.2
2016/5/6 21:20,34,46,106,2430,9,220,8,34220,23,20.44538064,7,19.6
2016/5/6 21:20,34,26,241,2202,9,116,8,34116,26,16.83199003,12,19.6
2016/5/6 21:20,34,24,202,1371,9,215,25,34215,16,17.82987897,18,8.5
2016/5/6 21:25,35,34,106,2488,9,168,8,35168,25,17.67569378,4,23.1
2016/5/6 21:25,35,77,184,1828,9,182,25,35182,24,18.11336176,19,19.7
2016/5/6 21:25,34,26,161,722,9,134,9,34134,3,12.51924399,24,13
2016/5/6 21:30,35,46,106,2483,9,218,8,35218,20,17.89544409,19,18.6
2016/5/6 21:35,34,26,214,2629,9,2,8,342,14,18.10397163,14,10.9
2016/5/6 21:35,35,38,143,1739,9,1,24,351,17,17.93170732,7,9.3
2016/5/6 21:40,34,106,224,2654,9,222,8,34222,6,12.60646259,8,17.3
2016/5/6 21:40,34,38,156,1357,9,42,25,3442,11,18.38751696,11,15.5
2016/5/6 21:40,35,26,106,884,9,13,48,3513,10,17.16443742,8,11.8
2016/5/6 21:45,34,26,202,2181,9,9,8,349,18,18.60894246,12,15.5
2016/5/6 21:50,34,54,152,3776,4,50,40,3450,23,19.95248574,19,26
2016/5/6 22:00,34,39,158,1442,9,112,25,34112,12,17.37318952,9,19.1
2016/5/6 22:00,35,26,187,756,9,38,8,3538,20,19.11604839,9,14.2
2016/5/6 22:00,34,7,101,4525,9,193,49,34193,10,18.15500747,12,14.2
2016/5/6 22:00,34,20,40,919,4,57,47,3457,12,16.92123421,11,14.1
2016/5/6 22:00,35,26,197,742,9,195,9,35195,12,16.90512406,16,12.8
2016/5/6 22:00,34,22,212,2248,9,235,8,34235,11,16.96171171,12,10.3
2016/5/6 22:05,34,39,164,1665,9,136,25,34136,26,19.37052632,16,21.5
2016/5/6 22:05,34,38,212,1249,9,24,25,3424,10,18.000375,14,14.4
2016/5/6 22:05,34,26,240,2670,9,228,9,34228,17,17.46989899,12,13.1
2016/5/6 22:10,34,38,185,602,9,79,25,3479,26,19.54458204,13,21.1
2016/5/6 22:10,35,26,198,2104,9,40,7,3540,19,17.42851365,15,14.1
2016/5/6 22:10,34,39,171,478,9,151,9,34151,5,13.00380228,3,13.5
2016/5/6 22:15,35,38,111,1879,9,43,25,3543,23,17.95804807,13,18.4
2016/5/6 22:15,35,26,200,456,9,0,8,350,25,17.8040404,6,14.5
2016/5/6 22:15,34,101,47,931,9,223,13,34223,14,17.21066541,18,12.2
2016/5/6 22:15,34,39,240,1839,9,152,7,34152,8,18.39950125,11,10.5
2016/5/6 22:20,35,26,194,1816,9,45,8,3545,14,17.16016674,8,11.7
2016/5/6 22:20,35,38,164,1257,9,119,25,35119,8,17.32716638,4,11.1
2016/5/6 22:20,35,26,115,457,9,122,8,35122,7,17.25047496,8,7.9
2016/5/6 22:20,34,24,202,417,9,232,25,34232,5,18.63873874,7,6.7
2016/5/6 22:25,35,30,127,1080,9,225,49,35225,22,17.83101315,15,15.8
2016/5/6 22:30,35,39,165,1234,9,121,25,35121,15,18.70296053,11,15.1
2016/5/6 22:30,34,113,112,4401,9,202,8,34202,18,18.18917379,13,12.5
2016/5/6 22:30,35,38,106,603,9,37,25,3537,11,18.10397163,11,8.3
2016/5/6 22:35,34,6,100,2886,4,62,33,3462,6,17.98330159,12,11.4
2016/5/6 22:40,35,46,111,2469,9,159,8,35159,12,19.13453061,7,9.1
2016/5/6 22:45,34,83,105,3545,9,31,40,3431,9,12.77528345,2,11.7
2016/5/6 22:55,34,20,47,1028,4,48,33,3448,20,17.92675841,12,13.1
2016/5/6 23:00,35,34,111,797,9,168,8,35168,26,19.09151858,20,19.4
2016/5/6 23:10,34,24,214,1599,9,237,25,34237,27,20.16432161,11,20.1
2016/5/6 23:20,35,74,8,4144,9,26,33,3526,18,19.202457,10,13.7
2016/5/6 23:25,34,5,24,3223,9,32,18,3432,26,19.08279483,16,19.6
2016/5/6 23:30,34,31,47,906,4,64,42,3464,34,19.09626168,11,23.5
2016/5/6 23:30,34,34,111,520,9,206,8,34206,19,19.68695652,19,17.2
2016/5/6 23:30,34,87,214,514,9,236,8,34236,20,19.57278107,13,14.5
2016/5/6 23:35,34,47,5,3100,9,219,16,34219,25,19.73786337,11,20.9
2016/5/6 23:35,34,25,82,4251,9,168,8,34168,8,14.82243437,7,17.9
2016/5/6 23:40,34,47,4,3079,9,192,33,34192,27,19.37052632,17,23
2016/5/6 23:45,34,46,111,2000,9,216,8,34216,10,20.00748899,5,17
2016/5/6 23:45,34,57,82,4259,9,206,8,34206,4,13.59717868,15,15.2
2016/5/6 23:45,34,26,81,2021,9,46,9,3446,8,20.40913838,4,11.2
2016/5/6 23:50,34,26,122,2152,9,104,12,34104,29,19.64582712,12,25.1
2016/5/6 23:50,34,40,127,2520,4,183,39,34183,26,19.79218638,8,21.6
2016/5/6 23:50,34,26,1,1795,9,12,12,3412,21,20.78715459,3,18.2
2016/5/6 23:50,34,89,39,364,9,169,48,34169,10,16.654,12,16.7
2016/5/6 23:50,34,40,161,1087,4,175,39,34175,8,15.36559829,15,16.3
2016/5/6 23:55,34,34,110,2591,9,191,8,34191,17,20.14656827,16,23.9
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
